"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ILMN_1716488",-0.236326982326816,7.22267257946292,-1.32741732179927,0.187327783111258,0.999332053946124,-4.50030232227846
"ILMN_1712231",-0.140842395383996,5.33334986522065,-1.3267628379041,0.187543503804788,0.999332053946124,-4.50063175194257
"ILMN_1770454",-0.146735735231661,6.19214944426542,-1.32624959878238,0.187712799754197,0.999332053946124,-4.50088997965609
"ILMN_2050023",-0.187239222611234,8.15103613780372,-1.32497306929965,0.188134369356036,0.999332053946124,-4.50153183461548
"ILMN_1670589",-0.147663287260672,5.42285737690691,-1.32230214291731,0.189018726384112,0.999332053946124,-4.50287291924849
"ILMN_1868851",-0.162837284284886,5.70823232083297,-1.32179467614103,0.189187102173938,0.999332053946124,-4.5031274314278
"ILMN_1752741",-0.137018226803864,5.77774734445588,-1.31945552724663,0.189964674640611,0.999332053946124,-4.50429940123821
"ILMN_1747347",-0.143971997297268,5.58793814831173,-1.31935685246117,0.189997528236049,0.999332053946124,-4.50434879652098
"ILMN_1674285",-0.273897056159003,6.06809256754433,-1.31935117276337,0.189999419410652,0.999332053946124,-4.50435163959568
"ILMN_1722872",0.145533107951213,10.9145949549606,1.31920863024006,0.190046886543759,0.999332053946124,-4.50442298802369
"ILMN_1732318",-0.186628701093428,6.13423359650472,-1.31914306455741,0.190068723109545,0.999332053946124,-4.50445580391121
"ILMN_3229324",-0.16247059525711,8.22907563183069,-1.31658759417415,0.190921280842452,0.999332053946124,-4.50573362516628
"ILMN_1720373",0.189578101820045,5.82861571148172,1.31643137989765,0.190973489641229,0.999332053946124,-4.50581166154195
"ILMN_1705047",-0.165014179428672,7.61387872245783,-1.31542625638691,0.191309669748461,0.999332053946124,-4.50631355846814
"ILMN_3244117",0.139968932555407,9.11128228594616,1.31460137754632,0.1915858940011,0.999332053946124,-4.50672518130201
"ILMN_2372974",-0.143719578357487,7.11643626738698,-1.31238804602562,0.19232853542057,0.999332053946124,-4.50782844863761
"ILMN_1689734",-0.195893528961546,7.39597882598798,-1.31197537437293,0.192467236767994,0.999332053946124,-4.50803395623981
"ILMN_1652306",-0.29391876084528,6.31190580838924,-1.31173851168748,0.192546881390647,0.999332053946124,-4.50815188457366
"ILMN_1668484",0.151588042691325,6.68922908852072,1.31100304991309,0.192794335649965,0.999332053946124,-4.50851792517811
"ILMN_1659544",-0.151519896477051,7.80668166547694,-1.31055131042818,0.192946445917395,0.999332053946124,-4.50874266037915
"ILMN_1674758",-0.190362765467703,5.58958628546314,-1.31031518852274,0.193025988770486,0.999332053946124,-4.50886009913889
"ILMN_1665761",0.133062333187997,8.30004427061733,1.30989888595439,0.193166288981969,0.999332053946124,-4.50906710465648
"ILMN_1758418",-0.154405143586494,9.28965482892606,-1.30757391995881,0.193951235370554,0.999332053946124,-4.51022204378939
"ILMN_1681260",-0.141487963782226,5.14920611273407,-1.30628120536469,0.194388703442883,0.999332053946124,-4.51086336627914
"ILMN_1797594",0.145387169399228,5.97841657883222,1.30623174279612,0.194405456673588,0.999332053946124,-4.51088789298827
"ILMN_1688423",-0.247850902814882,7.84500844158697,-1.30489490625065,0.194858657494225,0.999332053946124,-4.51155044907375
"ILMN_1739683",-0.153691740198491,5.10448123494837,-1.30365483311761,0.195279757189238,0.999332053946124,-4.51216447337013
"ILMN_2398939",-0.146823805798026,7.58496921649733,-1.30284111480601,0.195556444496056,0.999332053946124,-4.51256708691753
"ILMN_1687711",-0.149146930570965,5.60605673578757,-1.30262476771493,0.195630057694768,0.999332053946124,-4.51267409159624
"ILMN_1778240",0.150775906407485,7.07997359642411,1.30032572278968,0.196413593085047,0.999332053946124,-4.5138101530344
"ILMN_1810729",-0.13527670250787,7.31197150968684,-1.29964412234749,0.196646336412078,0.999332053946124,-4.51414659708268
"ILMN_1810418",-0.148800877160775,5.51795523958555,-1.29929367613126,0.196766081605562,0.999332053946124,-4.51431951540238
"ILMN_3289090",-0.215602902714046,7.31928742596615,-1.29871347351906,0.196964452165201,0.999332053946124,-4.51460570374736
"ILMN_1788604",0.141206218354682,11.8681384028816,1.29773270410498,0.197300113820142,0.999332053946124,-4.51508919861165
"ILMN_2148944",0.135899329816434,5.27409723681902,1.29749566514248,0.197381302505454,0.999332053946124,-4.51520600097609
"ILMN_1727738",-0.178162010626306,5.83466925685792,-1.29725545230557,0.197463603590998,0.999332053946124,-4.51532434666005
"ILMN_2173611",0.141526273294371,5.66897775877214,1.29700326588243,0.197550034453714,0.999332053946124,-4.51544856902985
"ILMN_1750130",0.184857452731077,10.3447333303412,1.29621651657727,0.197819854478205,0.999332053946124,-4.51583596011953
"ILMN_1798308",0.153057991363144,7.50035812327793,1.29388254916072,0.198621911128058,0.999332053946124,-4.51698388226745
"ILMN_2394193",-0.171619207946875,6.58958086245625,-1.29324861672864,0.198840175015144,0.999332053946124,-4.51729533251125
"ILMN_1663313",0.142358085973015,9.67795402766888,1.2930360673919,0.198913395880539,0.999332053946124,-4.51739972535848
"ILMN_1661266",-0.308247108171267,6.16595175520065,-1.29249570614028,0.199099634321264,0.999332053946124,-4.51766504861664
"ILMN_1654890",-0.134554533221959,5.53612946575633,-1.29139095835273,0.199480794016197,0.999332053946124,-4.51820716461147
"ILMN_2134538",-0.158399915591097,8.14896160772931,-1.29110669407985,0.199578958222933,0.999332053946124,-4.51834658618179
"ILMN_3182000",-0.19727544991826,5.08816474650634,-1.29104068069508,0.199601759567599,0.999332053946124,-4.51837895924838
"ILMN_1728521",-0.245782867444885,6.58941090134926,-1.29049142477619,0.199791550112651,0.999332053946124,-4.51864825435428
"ILMN_1734031",-0.155851563937753,5.28934554892879,-1.28966160638528,0.200078540166519,0.999332053946124,-4.51905490057461
"ILMN_2311537",-0.222138784180419,7.29491061405424,-1.28945734087198,0.200149231570679,0.999332053946124,-4.51915496130355
"ILMN_3246673",-0.256558179890769,6.25136591238149,-1.28917923927011,0.20024550562242,0.999332053946124,-4.51929116693904
"ILMN_2123450",0.156657464632572,5.90671897854267,1.28737583852246,0.200870645011222,0.999332053946124,-4.52017374120714
"ILMN_1681332",-0.150094484411217,5.20691215615141,-1.28676973515518,0.201081071663111,0.999332053946124,-4.52047010174534
"ILMN_3235176",0.135214349690395,7.00426935920612,1.28673936390623,0.20109162022936,0.999332053946124,-4.5204849486006
"ILMN_1727361",-0.15151760341624,6.56322918360729,-1.28598891706891,0.201352396148532,0.999332053946124,-4.52085169576162
"ILMN_1684197",0.14301701915277,5.66440266086518,1.28564865813667,0.20147071658618,0.999332053946124,-4.52101791515553
"ILMN_1796305",-0.140870337054941,6.37037443203352,-1.28544142366321,0.201542804776491,0.999332053946124,-4.52111913052224
"ILMN_1677877",0.133347383213153,6.82148469498324,1.28387946562803,0.202086758707789,0.999332053946124,-4.52188150832222
"ILMN_1756942",-0.166325010338228,7.20762568082788,-1.28374496584341,0.202133649163023,0.999332053946124,-4.52194711534956
"ILMN_1705663",-0.136069750262678,5.69630564362011,-1.28345056649312,0.202236313242961,0.999332053946124,-4.52209069628934
"ILMN_2310703",-0.300385701557662,9.49505088165523,-1.28325187152374,0.202305624713583,0.999332053946124,-4.52218758377188
"ILMN_1803597",-0.155708834375956,6.78510934446355,-1.28321625946523,0.202318049250362,0.999332053946124,-4.52220494739156
"ILMN_2197365",-0.178410633379633,11.4629141651412,-1.28251284191717,0.202563577208669,0.999332053946124,-4.5225478238929
"ILMN_1778144",-0.197462141186922,6.50815263606792,-1.28182054598928,0.20280543819325,0.999332053946124,-4.52288510506288
"ILMN_2401933",-0.133217491885097,5.67019507872505,-1.28079520749169,0.203164043252911,0.999332053946124,-4.52338432449044
"ILMN_2105441",-0.266654511754789,6.51744931140293,-1.27942444017693,0.203644191286135,0.999332053946124,-4.52405113501457
"ILMN_1689814",-0.146074013039613,5.11685127541624,-1.27842667733472,0.20399421121604,0.999332053946124,-4.52453607117511
"ILMN_1849267",-0.173416120937456,5.36090600374194,-1.27776570416262,0.204226328225138,0.999332053946124,-4.52485712193083
"ILMN_1684887",-0.167083542308289,6.03672816166152,-1.27689466717383,0.204532512022585,0.999332053946124,-4.52527996511855
"ILMN_2233366",-0.132132909080324,7.19075100921232,-1.27414698262572,0.205500588102672,0.999332053946124,-4.5266120295328
"ILMN_1668683",0.129719124176625,6.10226872125496,1.274128087191,0.205507257101903,0.999332053946124,-4.52662118051841
"ILMN_1898453",0.135780946296508,6.49754526543947,1.27301376832864,0.205900829704575,0.999332053946124,-4.52716061295439
"ILMN_1776412",-0.182080142539676,5.43679807808002,-1.27208245734644,0.206230190735357,0.999332053946124,-4.52761110901025
"ILMN_1694432",-0.177542558229707,6.19522371703372,-1.27175364700693,0.206346568227814,0.999332053946124,-4.52777008718335
"ILMN_1717594",0.144908623846241,5.04988371806401,1.26984510766708,0.207023022882957,0.999332053946124,-4.52869208576684
"ILMN_3242120",-0.15060546921875,6.09669120087293,-1.2696932682803,0.207076910247815,0.999332053946124,-4.52876538156589
"ILMN_1656287",0.135576404365338,10.337220211397,1.26960125388351,0.20710957092057,0.999332053946124,-4.52880979463816
"ILMN_1679949",0.140491781596127,6.92391429156984,1.26908535487153,0.207292760445616,0.999332053946124,-4.52905874970344
"ILMN_3298215",-0.281863129760446,6.44890953933729,-1.26902932792123,0.207312662120081,0.999332053946124,-4.52908578059157
"ILMN_2214997",-0.129376697495983,10.3818167310087,-1.26900076704691,0.207322807943643,0.999332053946124,-4.52909955969888
"ILMN_1815054",-0.198469490924547,6.47009154420972,-1.26831492962458,0.207566551233744,0.999332053946124,-4.52943035142148
"ILMN_1697363",0.135322602574291,6.80948734819038,1.26800888629271,0.207675385587061,0.999332053946124,-4.52957790681321
"ILMN_2386008",-0.167299970831897,6.39583026958982,-1.26789140871925,0.207717173817588,0.999332053946124,-4.52963453833574
"ILMN_1766832",-0.179991767139307,5.38250427940304,-1.26786484198666,0.207726624791957,0.999332053946124,-4.52964734446795
"ILMN_1770803",-0.159220266127774,7.49191312534979,-1.26767120381486,0.207795520105955,0.999332053946124,-4.52974067741591
"ILMN_1677785",0.149857105045004,5.81102872732367,1.26677244657146,0.208115512775243,0.999332053946124,-4.53017369808967
"ILMN_3305901",0.153121824652038,5.60730057504431,1.26660892384939,0.208173772210652,0.999332053946124,-4.53025245186394
"ILMN_1685057",-0.160820251100214,6.29504484932884,-1.26558438880445,0.208539063908693,0.999332053946124,-4.53074565581889
"ILMN_1782352",0.149726372595183,5.60872318471966,1.26533340582352,0.208628622200484,0.999332053946124,-4.53086641943622
"ILMN_1654560",-0.152657645825373,7.86380593871191,-1.26191651518736,0.209850686598874,0.999332053946124,-4.53250823525995
"ILMN_1695585",-0.289940601377712,10.8801722642449,-1.25979948672692,0.210610483933595,0.999332053946124,-4.53352335042971
"ILMN_3211887",-0.258880539554959,6.24761954526326,-1.25956438654236,0.210694985359217,0.999332053946124,-4.53363598102568
"ILMN_2330552",0.138323929310646,6.00025520125315,1.25913507835974,0.210849354655022,0.999332053946124,-4.53384160023921
"ILMN_1766896",-0.142067251992464,5.3156822360047,-1.25910540944761,0.210860025975713,0.999332053946124,-4.5338558078455
"ILMN_3226814",-0.164952919274754,4.95238708151222,-1.25885580924861,0.210949817924763,0.999332053946124,-4.53397532174938
"ILMN_1712556",0.127345823370845,5.68977195748608,1.2586959471868,0.211007341938553,0.999332053946124,-4.53405185528461
"ILMN_3224290",-0.144528644354678,6.50300616417703,-1.25848685092893,0.211082599528846,0.999332053946124,-4.5341519456133
"ILMN_1746525",-0.139402763737868,10.0360641815206,-1.25743436919371,0.211461706170338,0.999332053946124,-4.53465550818974
"ILMN_1756873",-0.149169711708645,6.02576018401795,-1.2561330724721,0.21193112686679,0.999332053946124,-4.53527756313553
"ILMN_1765401",0.129052757051388,5.49961783668035,1.25539523932089,0.212197626869767,0.999332053946124,-4.53562999523019
"ILMN_1719998",0.145414028428166,5.58880400584904,1.25436255944679,0.21257103581581,0.999332053946124,-4.53612293263625
"ILMN_1791754",0.140798360419868,5.77947917003867,1.25411413961867,0.212660934290667,0.999332053946124,-4.53624145531474
"ILMN_1796210",0.128100865746636,6.00958796350161,1.25362674547035,0.212837394035465,0.999332053946124,-4.53647392929187
"ILMN_1747052",-0.143870049383451,5.76426381549454,-1.25306982970706,0.213039155193433,0.999332053946124,-4.53673945801866
